Potential_Customer,C_ID,Cust_Last_Purchase,Pur_3_years,Pur_5_years,Pur_3_years_Indirect,Pur_5_years_Indirect,Pur_latest,Pur_3_years_Avg,Pur_5_years_Avg,Pur_3_years_Avg_Indirect,InAct_Last,InAct_First,Ad_Res_1_year,Ad_Res_3_Year,Ad_Res_5_Year,Ad_Res_Ind_1_Year,Ad_Res_Ind_3_Year,Ad_Res_Ind_5_Year,Status_Cust,Status_Latest_Ad,Age,Gender,Cust_Prop,Cust_Ann_Income
1,00085003,$8.00 ,5,17,3,9,$8.00 ,$8.00 ,$5.47 ,$8.00 ,16,124,12,26,59,5,12,26,S,1,,M,U,"$45,486.00 "
1,00085010,$9.00 ,5,22,3,11,$5.00 ,$8.60 ,$5.95 ,$10.00 ,19,119,12,31,69,6,17,33,S,1,53,M,H,"$50,638.00 "
0,00008258,,0,9,0,3,$0.00 ,$0.00 ,$13.67 ,,5,81,28,28,76,5,5,20,A,1,,F,U,"$49,831.00 "
0,00085028,,2,2,1,1,$20.00 ,$12.50 ,$12.50 ,$5.00 ,19,29,10,21,21,3,8,7,A,0,83,M,U,"$38,934.00 "
0,00000544,,3,16,1,7,$15.00 ,$11.67 ,$8.88 ,$10.00 ,18,78,26,46,97,11,20,38,A,1,58,F,U,"$39,250.00 "
1,00085059,$5.00 ,6,18,5,9,$6.00 ,$4.00 ,$3.72 ,$4.20 ,17,79,13,28,55,6,14,22,S,1,80,M,U,"$44,375.00 "
0,00085074,,3,13,1,8,$10.00 ,$16.67 ,$12.08 ,$20.00 ,26,113,9,30,69,4,14,29,A,1,70,F,H,"$45,199.00 "
0,00085095,,1,1,1,1,$25.00 ,$25.00 ,$25.00 ,$25.00 ,24,24,9,19,17,4,8,7,N,0,75,F,H,"$44,543.00 "
0,00013574,,3,20,1,6,$5.00 ,$9.67 ,$7.55 ,$10.00 ,4,125,35,52,93,6,15,30,A,0,,M,U,"$47,210.00 "
0,00085194,,5,22,3,16,$16.00 ,$16.00 ,$10.05 ,$16.00 ,15,125,13,35,86,6,17,33,S,1,,M,U,$0.00 
0,00085135,,4,21,0,10,$10.00 ,$8.75 ,$3.58 ,,18,116,12,34,69,6,6,32,S,1,7,F,H,"$45,742.00 "
1,00082610,$5.00 ,7,20,5,10,$4.00 ,$4.14 ,$3.60 ,$4.00 ,16,57,7,17,33,3,9,13,S,1,74,U,U,$0.00 
0,00085164,,7,10,3,4,$3.00 ,$3.14 ,$3.50 ,$3.33 ,18,41,11,32,34,6,16,15,A,1,,M,U,"$52,736.00 "
1,00085204,$20.00 ,2,12,2,9,$18.00 ,$18.00 ,$11.92 ,$18.00 ,25,93,11,33,66,6,17,27,A,1,75,M,H,"$51,125.00 "
0,00085230,,6,21,5,12,$5.00 ,$5.33 ,$5.14 ,$5.00 ,22,126,11,32,69,5,15,31,S,1,70,M,H,"$54,828.00 "
0,00085250,,2,12,1,7,$10.00 ,$10.00 ,$6.75 ,$10.00 ,15,92,13,31,52,5,13,21,A,1,62,F,U,"$52,436.00 "
0,00085329,,2,2,0,0,$20.00 ,$15.00 ,$15.00 ,,18,30,10,24,21,4,4,9,A,0,49,F,U,"$41,420.00 "
0,00000257,,1,14,0,3,$19.00 ,$19.00 ,$11.71 ,,25,87,12,26,49,5,5,19,A,0,55,F,H,"$40,043.00 "
1,00012874,$10.00 ,5,21,3,12,$10.00 ,$10.00 ,$7.57 ,$10.00 ,5,113,35,56,96,10,20,33,A,1,81,F,U,"$43,797.00 "
1,00085357,$15.00 ,5,15,5,10,$16.00 ,$13.60 ,$10.73 ,$13.60 ,17,64,13,32,53,6,17,23,S,1,68,F,U,"$43,797.00 "
1,00185024,$8.00 ,6,68,3,15,$5.00 ,$7.67 ,$23.85 ,$7.33 ,11,129,34,53,144,7,17,37,S,1,37,F,U,"$43,797.00 "
1,00085390,$12.00 ,4,22,3,10,$11.00 ,$11.00 ,$9.50 ,$11.00 ,20,76,13,34,61,6,17,24,A,1,50,M,H,"$53,981.00 "
1,00085396,$9.00 ,6,8,5,6,$10.00 ,$6.17 ,$5.88 ,$6.40 ,16,40,11,30,34,5,15,14,A,1,34,F,U,$0.00 
0,00085457,,3,17,0,7,$10.00 ,$10.00 ,$8.53 ,,18,126,13,34,76,6,6,33,S,1,,F,U,"$43,694.00 "
0,00085438,,2,7,0,2,$16.00 ,$15.00 ,$11.14 ,,20,58,13,32,45,6,6,18,A,0,42,F,H,"$43,694.00 "
1,00085476,$5.00 ,4,21,2,15,$25.00 ,$4.25 ,$5.00 ,$4.00 ,18,126,13,34,70,6,16,31,S,1,59,F,H,"$35,060.00 "
1,00085498,$10.00 ,4,11,3,10,$5.00 ,$9.25 ,$5.91 ,$7.33 ,16,126,14,33,63,6,14,28,A,1,,F,U,"$34,375.00 "
1,00005733,$10.00 ,5,30,1,8,$7.00 ,$6.80 ,$8.57 ,$10.00 ,16,104,18,36,75,8,16,27,S,1,,M,U,"$36,897.00 "
1,00085517,$3.00 ,8,32,6,15,$5.00 ,$3.63 ,$3.81 ,$3.83 ,17,80,12,30,63,6,17,25,S,1,83,F,U,$0.00 
0,00085552,,3,17,1,8,$5.00 ,$5.00 ,$3.76 ,$5.00 ,19,93,12,32,62,6,15,23,S,1,82,F,U,"$36,573.00 "
1,00190647,$10.00 ,4,6,2,3,$12.00 ,$8.25 ,$7.17 ,$7.00 ,18,49,13,29,36,6,13,14,A,1,,F,U,$0.00 
0,00085582,,2,3,0,1,$16.00 ,$13.00 ,$10.33 ,,18,41,11,30,30,5,5,12,A,0,36,F,U,"$43,944.00 "
1,00085579,$20.00 ,1,1,1,1,$20.00 ,$20.00 ,$20.00 ,$20.00 ,17,17,10,15,13,4,6,5,F,0,77,F,U,"$43,944.00 "
0,00191524,,2,5,0,1,$8.00 ,$12.50 ,$9.40 ,,6,52,17,36,42,6,6,15,A,0,55,U,U,$0.00 
1,00085617,$9.00 ,3,7,2,5,$11.00 ,$9.67 ,$8.00 ,$10.00 ,16,52,14,33,42,6,15,16,S,1,79,M,H,"$44,444.00 "
1,00085619,$5.00 ,4,6,4,6,$5.00 ,$8.00 ,$8.00 ,$8.00 ,19,44,12,33,38,6,16,16,A,1,59,F,H,"$39,267.00 "
1,00189880,$10.00 ,3,3,3,3,$5.00 ,$8.33 ,$8.33 ,$8.33 ,19,32,10,24,23,5,11,10,A,1,79,F,U,"$47,005.00 "
0,00085637,,2,15,0,6,$25.00 ,$22.50 ,$13.87 ,,18,126,13,34,73,6,6,31,A,1,,F,U,"$39,773.00 "
1,00083497,$15.00 ,2,2,1,1,$20.00 ,$15.00 ,$15.00 ,$10.00 ,18,24,12,23,20,6,11,9,N,0,69,F,H,"$39,773.00 "
1,00085716,$25.00 ,2,2,1,1,$25.00 ,$25.00 ,$25.00 ,$25.00 ,19,30,13,28,24,6,13,11,A,0,73,F,U,"$38,047.00 "
0,00085700,,2,8,2,5,$20.00 ,$20.00 ,$13.13 ,$20.00 ,22,113,12,33,63,6,16,26,A,0,59,M,U,"$41,932.00 "
0,00085550,,3,6,1,2,$10.00 ,$11.00 ,$10.17 ,$15.00 ,18,40,14,31,31,6,14,13,A,0,65,M,U,"$38,893.00 "
0,00085755,,4,7,2,3,$10.00 ,$12.00 ,$11.43 ,$12.00 ,19,55,12,32,42,6,15,17,A,0,60,M,U,"$30,299.00 "
0,00085759,,2,9,0,5,$16.00 ,$15.50 ,$10.78 ,,26,105,9,30,63,4,4,26,A,1,57,F,U,"$38,125.00 "
0,00005699,,9,42,5,19,$5.00 ,$5.00 ,$4.00 ,$5.00 ,5,120,24,44,103,6,16,31,S,1,78,F,H,"$45,887.00 "
1,00085797,$14.00 ,4,18,3,12,$15.00 ,$11.75 ,$5.19 ,$10.67 ,23,128,8,20,54,5,13,28,S,1,59,F,U,"$40,200.00 "
1,00085804,$20.00 ,2,10,2,6,$20.00 ,$20.00 ,$17.10 ,$20.00 ,24,89,11,32,62,6,16,25,A,0,72,M,U,"$37,986.00 "
1,00085853,$20.00 ,1,5,0,1,$15.00 ,$15.00 ,$7.00 ,,19,44,12,31,35,6,6,15,A,0,37,M,U,"$44,938.00 "
1,00085890,$20.00 ,6,17,4,11,$20.00 ,$16.83 ,$14.41 ,$16.25 ,15,127,9,23,52,4,11,19,S,1,,F,U,"$34,792.00 "
0,00085905,,1,5,0,3,$15.00 ,$15.00 ,$11.00 ,,18,63,12,31,47,6,6,18,A,0,59,M,H,"$42,639.00 "
1,00085913,$14.00 ,3,11,3,9,$14.00 ,$12.67 ,$9.73 ,$12.67 ,15,111,15,35,63,6,15,26,A,1,67,M,U,"$51,587.00 "
1,00085894,$3.00 ,4,12,3,8,$5.00 ,$4.50 ,$3.13 ,$5.00 ,17,120,6,17,40,3,8,19,S,1,36,M,U,"$51,587.00 "
1,00085922,$10.00 ,1,17,1,11,$10.00 ,$10.00 ,$10.76 ,$10.00 ,18,130,11,28,74,4,11,30,A,1,57,F,H,"$43,279.00 "
1,00085920,$20.00 ,2,9,2,4,$10.00 ,$12.50 ,$9.78 ,$12.50 ,18,81,13,31,56,6,15,23,A,0,,M,U,$0.00 
1,00085931,$6.00 ,7,18,5,11,$6.00 ,$6.29 ,$6.11 ,$6.40 ,17,74,13,34,58,6,17,24,S,1,,U,U,"$43,750.00 "
1,00186925,$15.00 ,3,24,1,13,$10.00 ,$10.00 ,$10.92 ,$5.00 ,6,122,26,47,93,10,20,38,A,1,67,F,U,"$44,732.00 "
0,00085966,,4,4,3,3,$10.00 ,$8.75 ,$8.75 ,$8.33 ,16,32,11,28,26,5,12,11,A,0,,F,U,$0.00 
1,00086000,$10.00 ,4,16,3,9,$10.00 ,$13.75 ,$11.25 ,$15.00 ,24,126,10,31,74,5,15,32,A,1,85,F,H,"$41,142.00 "
0,00086018,,1,11,1,8,$15.00 ,$15.00 ,$6.64 ,$15.00 ,17,126,11,27,63,4,11,25,A,1,87,F,U,"$53,133.00 "
1,00086017,$10.00 ,2,16,2,13,$10.00 ,$10.00 ,$7.13 ,$10.00 ,17,127,5,20,68,2,9,24,A,1,27,M,H,"$53,133.00 "
0,00086053,,8,23,4,14,$10.00 ,$10.00 ,$8.52 ,$10.00 ,20,130,14,35,82,6,17,34,S,1,50,F,U,"$53,467.00 "
0,00086042,,2,11,2,11,$15.00 ,$15.00 ,$14.09 ,$15.00 ,23,130,7,18,38,5,13,24,A,1,87,M,U,$0.00 
0,00086038,,1,8,1,5,$15.00 ,$15.00 ,$10.50 ,$15.00 ,21,75,11,29,53,5,13,20,A,1,55,F,U,"$45,818.00 "
1,00086068,$5.00 ,5,11,5,9,$10.00 ,$11.80 ,$9.36 ,$11.80 ,16,89,15,37,61,6,17,24,A,1,,F,U,$0.00 
1,00086073,$10.00 ,4,16,2,7,$10.00 ,$6.75 ,$5.94 ,$7.00 ,18,74,13,32,57,6,16,23,S,1,59,M,U,"$39,583.00 "
0,00086077,,4,24,3,17,$14.00 ,$12.50 ,$8.25 ,$12.00 ,17,127,13,33,80,6,16,33,S,1,,F,H,"$42,115.00 "
1,00007301,$10.00 ,6,34,5,19,$10.00 ,$10.33 ,$9.12 ,$10.40 ,4,129,31,52,123,7,18,35,S,1,79,M,U,"$42,125.00 "
1,00086089,$12.00 ,3,18,0,7,$12.00 ,$10.67 ,$6.22 ,,18,75,12,33,58,5,5,23,A,1,,M,U,$0.00 
0,00007541,,6,13,5,8,$5.00 ,$5.83 ,$5.62 ,$6.00 ,16,75,27,48,73,6,16,20,A,1,62,F,U,"$37,837.00 "
0,00086193,,9,21,7,11,$5.00 ,$3.89 ,$3.38 ,$3.57 ,20,57,12,32,45,6,17,20,S,1,31,M,U,"$37,406.00 "
1,00086205,$25.00 ,1,11,0,8,$20.00 ,$20.00 ,$12.91 ,,18,124,13,32,67,6,6,31,A,1,47,F,H,"$51,969.00 "
0,00086202,,2,10,2,7,$25.00 ,$22.50 ,$12.10 ,$22.50 ,15,88,12,31,59,5,14,23,A,1,53,F,H,"$51,969.00 "
1,00086225,$10.00 ,1,4,1,3,$20.00 ,$20.00 ,$13.50 ,$20.00 ,22,77,10,27,40,4,11,15,A,1,61,M,H,"$38,844.00 "
0,00086235,,4,15,1,10,$6.00 ,$6.50 ,$4.27 ,$8.00 ,18,125,12,30,67,5,13,27,S,1,65,M,H,"$20,682.00 "
1,00086278,$9.00 ,1,17,0,7,$11.00 ,$11.00 ,$7.53 ,,19,129,11,24,65,4,4,26,A,1,65,M,H,"$39,029.00 "
1,00086270,$16.00 ,2,14,1,5,$16.00 ,$14.00 ,$8.00 ,$16.00 ,15,88,12,31,58,5,13,23,A,0,42,M,H,"$39,029.00 "
0,00086257,,1,3,1,2,$20.00 ,$20.00 ,$10.67 ,$20.00 ,21,52,12,29,36,6,13,14,A,0,36,F,H,"$39,029.00 "
0,00086255,,7,11,4,7,$10.00 ,$7.14 ,$5.64 ,$6.50 ,17,51,14,35,44,6,16,17,S,1,,F,U,"$39,029.00 "
0,00086300,,4,11,2,7,$13.00 ,$12.50 ,$10.55 ,$12.50 ,15,89,13,34,62,6,16,24,A,1,49,F,H,"$55,201.00 "
1,00129846,$11.00 ,2,2,1,1,$20.00 ,$12.50 ,$12.50 ,$5.00 ,18,24,12,23,20,6,11,9,N,0,55,M,H,"$55,201.00 "
1,00086311,$6.00 ,5,6,4,4,$7.00 ,$6.00 ,$5.50 ,$6.25 ,16,28,12,24,24,5,11,9,A,1,,U,U,"$36,445.00 "
1,00002159,$9.00 ,3,15,2,11,$10.00 ,$12.33 ,$9.27 ,$10.00 ,5,105,27,46,81,11,21,34,A,1,78,F,H,"$27,500.00 "
1,00086318,$5.00 ,4,32,1,17,$15.00 ,$11.75 ,$8.97 ,$10.00 ,15,127,14,35,84,6,16,33,S,1,,F,U,"$40,450.00 "
1,00086322,$5.00 ,6,8,3,3,$5.00 ,$5.33 ,$5.13 ,$5.67 ,17,28,13,24,24,6,12,10,A,1,30,F,U,"$38,750.00 "
0,00086325,,1,2,0,1,$16.00 ,$16.00 ,$11.00 ,,26,41,10,28,29,4,4,11,A,0,,F,U,"$39,350.00 "
1,00086340,$3.00 ,1,15,0,9,$25.00 ,$15.00 ,$6.93 ,,18,126,13,34,70,6,6,30,A,1,,M,H,"$36,890.00 "
0,00005023,,4,23,2,14,$25.00 ,$10.75 ,$6.30 ,$7.50 ,17,115,14,35,81,6,17,33,A,1,,F,U,"$41,307.00 "
0,00086385,,3,3,3,3,$15.00 ,$10.33 ,$10.33 ,$10.33 ,17,33,12,29,32,4,12,11,A,0,,F,U,"$39,844.00 "
1,00086387,$10.00 ,2,2,2,2,$15.00 ,$10.00 ,$10.00 ,$10.00 ,18,24,12,23,20,6,11,9,N,0,87,M,U,"$37,083.00 "
0,00086397,,3,6,1,3,$20.00 ,$19.00 ,$17.00 ,$15.00 ,18,86,13,34,57,6,16,22,A,0,36,M,H,"$44,191.00 "
0,00007392,,2,9,2,5,$25.00 ,$20.00 ,$12.22 ,$20.00 ,21,80,14,32,66,6,16,24,A,0,83,M,H,"$46,423.00 "
1,00086420,$7.00 ,7,24,4,11,$5.00 ,$6.86 ,$5.08 ,$8.00 ,15,118,14,35,72,6,17,29,S,1,54,F,H,"$51,576.00 "
1,00086436,$5.00 ,9,35,7,21,$5.00 ,$5.00 ,$5.63 ,$5.00 ,23,130,12,31,74,6,17,34,S,1,67,M,H,"$50,505.00 "
1,00086445,$15.00 ,4,8,2,4,$15.00 ,$11.25 ,$8.63 ,$10.00 ,18,56,13,33,44,6,15,17,S,1,52,F,U,"$46,901.00 "
1,00086464,$25.00 ,2,3,1,1,$20.00 ,$15.00 ,$15.00 ,$20.00 ,21,32,12,26,26,6,13,11,A,0,65,F,H,$0.00 
0,00008443,,2,26,1,16,$13.00 ,$8.00 ,$7.58 ,$11.00 ,7,130,27,40,102,6,13,33,A,1,,F,U,$0.00 
0,00086469,,4,5,1,1,$20.00 ,$20.00 ,$18.00 ,$20.00 ,15,32,14,29,29,6,13,11,A,0,,M,U,"$52,258.00 "
0,00000903,,4,10,4,4,$5.00 ,$5.75 ,$4.20 ,$5.75 ,16,64,14,32,33,6,14,13,A,1,,F,U,"$38,578.00 "
0,00086478,,1,1,1,1,$15.00 ,$15.00 ,$15.00 ,$15.00 ,24,24,7,17,16,3,7,6,N,0,85,F,U,"$38,578.00 "
0,00086494,,2,4,2,2,$20.00 ,$15.00 ,$11.25 ,$15.00 ,18,40,12,31,33,6,14,13,A,0,57,F,H,"$49,143.00 "
1,00086528,$3.00 ,5,24,3,16,$3.00 ,$3.60 ,$3.08 ,$3.00 ,17,130,12,30,74,5,13,28,S,1,,F,U,"$42,349.00 "
1,00086578,$15.00 ,2,18,1,10,$10.00 ,$10.00 ,$5.50 ,$10.00 ,22,127,10,29,69,4,12,29,A,1,85,M,U,"$25,938.00 "
1,00086580,$5.00 ,8,38,8,28,$5.00 ,$5.00 ,$3.82 ,$5.00 ,17,129,12,32,82,6,17,33,S,1,37,F,U,"$39,276.00 "
1,00086587,$2.00 ,6,31,3,15,$3.00 ,$3.67 ,$2.71 ,$2.33 ,19,130,10,31,66,5,15,30,S,1,53,U,U,"$29,583.00 "
0,00086593,,6,20,2,12,$3.00 ,$3.67 ,$2.90 ,$3.00 ,15,130,11,30,65,5,14,29,S,1,72,F,H,"$35,104.00 "
1,00086626,$6.00 ,4,15,0,6,$6.00 ,$4.50 ,$3.40 ,,18,116,9,26,58,4,4,24,S,1,48,M,H,"$54,528.00 "
1,00188999,$5.00 ,4,25,3,14,$5.00 ,$9.00 ,$5.46 ,$8.67 ,4,126,16,33,75,6,15,31,S,1,,M,U,"$54,528.00 "
1,00086640,$13.00 ,7,29,4,19,$6.00 ,$7.57 ,$6.86 ,$7.50 ,17,119,11,30,81,5,16,33,S,1,,F,U,$0.00 
0,00086666,,1,10,1,8,$15.00 ,$15.00 ,$12.20 ,$15.00 ,21,112,10,27,60,4,11,24,A,1,71,F,H,"$46,616.00 "
1,00086696,$25.00 ,1,7,0,3,$25.00 ,$25.00 ,$19.29 ,,18,103,13,35,61,6,6,29,A,0,74,F,H,"$42,467.00 "
1,00086692,$19.00 ,2,5,0,2,$19.00 ,$16.00 ,$12.20 ,,18,53,13,33,43,6,6,17,A,1,57,M,U,"$42,467.00 "
0,00086713,,1,1,1,1,$20.00 ,$20.00 ,$20.00 ,$20.00 ,17,17,10,15,13,4,6,5,F,0,57,F,H,"$37,375.00 "
1,00086714,$5.00 ,3,29,2,16,$10.00 ,$7.33 ,$5.66 ,$6.00 ,18,123,13,31,73,6,15,31,S,1,72,F,U,"$33,750.00 "
1,00189882,$10.00 ,1,2,1,2,$15.00 ,$15.00 ,$10.00 ,$15.00 ,23,37,10,24,23,4,9,9,A,0,55,F,U,"$42,599.00 "
0,00086766,,5,10,3,6,$5.00 ,$4.40 ,$5.00 ,$4.67 ,19,56,12,31,45,6,15,18,A,1,50,F,H,"$35,938.00 "
1,00086775,$10.00 ,3,13,3,12,$10.00 ,$7.33 ,$4.23 ,$7.33 ,17,113,13,28,65,6,13,25,S,1,,M,U,"$36,563.00 "
1,00066358,$5.00 ,4,15,3,14,$7.00 ,$5.50 ,$5.27 ,$5.67 ,17,122,8,19,46,4,9,21,S,1,64,M,U,$0.00 
1,00086779,$11.00 ,5,6,4,4,$12.00 ,$10.40 ,$10.67 ,$10.00 ,18,33,12,31,31,6,15,13,A,1,,F,U,$0.00 
0,00086804,,3,17,1,9,$9.00 ,$8.33 ,$6.65 ,$8.00 ,18,109,12,31,68,5,13,29,S,1,54,M,H,"$40,125.00 "
1,00086803,$10.00 ,5,9,2,3,$5.00 ,$5.00 ,$7.33 ,$5.00 ,15,93,11,31,58,5,14,27,A,1,,F,U,"$40,125.00 "
0,00086891,,6,24,5,17,$8.00 ,$6.50 ,$5.08 ,$6.40 ,17,130,12,31,74,6,17,31,S,1,,F,U,$0.00 
1,00086926,$15.00 ,1,10,1,5,$15.00 ,$15.00 ,$8.80 ,$15.00 ,17,119,13,31,67,6,14,30,A,0,67,F,H,"$33,923.00 "
0,00086917,,1,10,0,4,$16.00 ,$16.00 ,$7.40 ,,26,103,9,22,54,4,4,20,A,0,,F,H,"$33,923.00 "
1,00011195,$10.00 ,5,20,2,12,$10.00 ,$10.00 ,$11.80 ,$10.00 ,18,119,23,42,100,6,15,29,S,1,79,M,H,"$49,190.00 "
0,00086965,,4,16,2,11,$25.00 ,$17.75 ,$13.50 ,$12.50 ,17,127,14,34,75,6,16,31,S,1,48,U,H,"$49,190.00 "
0,00086939,,2,4,0,1,$30.00 ,$27.50 ,$22.50 ,,18,41,13,34,35,6,6,15,A,0,52,F,H,"$49,190.00 "
1,00086985,$15.00 ,4,13,3,7,$10.00 ,$12.50 ,$9.15 ,$11.67 ,16,76,14,36,62,6,17,24,S,1,53,F,U,"$48,474.00 "
0,00002491,,5,15,0,4,$14.00 ,$10.00 ,$14.47 ,,4,83,25,45,77,11,11,31,A,1,,F,U,$0.00 
0,00012952,,1,17,1,6,$5.00 ,$10.00 ,$6.59 ,$10.00 ,21,97,17,36,76,4,12,24,A,1,,M,U,"$43,234.00 "
1,00087016,$23.00 ,3,6,1,3,$23.00 ,$24.00 ,$22.83 ,$25.00 ,26,45,10,32,43,5,16,17,A,1,,F,U,"$34,792.00 "
1,00007676,$35.00 ,2,23,0,7,$35.00 ,$32.50 ,$13.78 ,,25,113,25,47,110,6,6,29,A,1,,F,U,"$41,329.00 "
0,00087058,,4,14,2,7,$25.00 ,$21.25 ,$11.64 ,$22.50 ,16,128,13,34,66,6,16,30,A,1,47,F,H,"$60,430.00 "
0,00087069,,4,26,3,13,$5.00 ,$8.75 ,$7.38 ,$8.33 ,16,113,13,30,72,6,15,28,S,1,72,M,U,$0.00 
1,00087067,$15.00 ,1,11,0,7,$20.00 ,$20.00 ,$13.00 ,,26,76,10,31,59,5,5,23,A,1,31,M,U,"$39,456.00 "
1,00087071,$15.00 ,3,16,1,8,$15.00 ,$10.33 ,$6.50 ,$8.00 ,25,126,11,32,67,6,16,30,A,1,62,F,H,"$39,456.00 "
1,00087074,$5.00 ,4,25,2,14,$17.00 ,$15.50 ,$10.64 ,$16.00 ,21,128,13,34,82,6,17,33,S,1,19,F,H,"$32,750.00 "
1,00087121,$20.00 ,1,1,1,1,$20.00 ,$20.00 ,$20.00 ,$20.00 ,17,17,10,16,15,4,7,6,F,0,71,F,H,"$34,410.00 "
0,00190447,,5,22,3,11,$15.00 ,$14.00 ,$8.91 ,$13.67 ,15,111,4,12,41,2,6,19,E,1,,U,U,$0.00 
0,00087144,,7,39,2,20,$10.00 ,$6.86 ,$3.85 ,$7.50 ,18,128,14,36,80,6,17,34,S,1,73,F,H,"$38,976.00 "
1,00087127,$10.00 ,2,3,0,0,$15.00 ,$10.00 ,$10.00 ,,19,28,10,23,22,5,5,10,A,0,76,F,U,"$38,976.00 "
1,00087024,$5.00 ,1,9,0,2,$20.00 ,$25.00 ,$21.74 ,,6,65,40,60,116,11,11,38,A,1,,F,U,"$25,313.00 "
0,00087167,,3,29,2,15,$12.00 ,$12.00 ,$7.86 ,$12.00 ,22,128,11,32,83,5,15,32,A,1,73,U,H,"$39,150.00 "
0,00087184,,2,14,2,11,$10.00 ,$7.50 ,$8.00 ,$7.50 ,16,114,14,34,72,6,15,31,S,1,79,F,U,"$37,586.00 "
0,00087182,,8,30,5,16,$4.00 ,$4.13 ,$3.13 ,$4.20 ,17,86,10,30,59,5,16,25,S,1,77,F,H,"$37,586.00 "
0,00087206,,1,4,0,1,$25.00 ,$25.00 ,$23.75 ,,20,78,13,26,47,6,6,19,A,0,,F,U,"$34,886.00 "
1,00087210,$20.00 ,2,5,0,2,$15.00 ,$15.00 ,$11.00 ,,24,113,9,24,49,4,4,19,A,0,,F,U,"$38,889.00 "
1,00087217,$20.00 ,2,5,1,4,$15.00 ,$14.50 ,$12.60 ,$15.00 ,20,52,12,32,41,6,15,18,A,1,71,M,U,"$34,583.00 "
1,00087259,$25.00 ,2,10,1,8,$20.00 ,$17.50 ,$9.70 ,$20.00 ,17,129,7,24,56,4,14,28,A,1,54,M,H,"$50,451.00 "
1,00087239,$7.00 ,6,12,3,5,$6.00 ,$7.17 ,$8.58 ,$9.67 ,18,53,13,31,54,6,14,22,A,1,81,M,U,"$46,705.00 "
0,00087275,,2,8,0,3,$25.00 ,$22.50 ,$15.50 ,,26,113,7,23,46,3,3,20,A,1,67,F,H,"$64,234.00 "
0,00087280,,5,6,3,4,$10.00 ,$6.00 ,$5.50 ,$5.00 ,19,41,12,30,31,6,15,14,A,1,45,F,U,"$44,097.00 "
1,00087281,$8.00 ,6,10,4,5,$10.00 ,$7.50 ,$7.30 ,$7.75 ,18,40,13,33,38,6,16,15,A,1,,U,U,$0.00 
0,00087338,,2,27,0,13,$17.00 ,$18.00 ,$9.70 ,,15,129,13,32,78,6,6,31,S,1,83,F,H,"$39,676.00 "
1,00087324,$7.00 ,5,20,2,5,$5.00 ,$5.80 ,$5.65 ,$6.00 ,15,99,8,25,41,4,13,15,A,0,,F,U,$0.00 
0,00087309,,2,2,2,2,$20.00 ,$20.00 ,$20.00 ,$20.00 ,17,22,12,19,17,6,10,8,N,0,67,F,H,"$39,676.00 "
1,00087395,$20.00 ,5,10,3,6,$21.00 ,$19.40 ,$15.10 ,$19.00 ,18,91,13,31,62,6,15,23,A,0,80,F,U,"$48,958.00 "
1,00087538,$10.00 ,1,3,1,2,$5.00 ,$5.00 ,$8.33 ,$5.00 ,15,24,13,23,21,5,9,8,N,0,,F,U,$0.00 
1,00004907,$22.00 ,7,44,5,22,$16.00 ,$16.86 ,$13.66 ,$16.80 ,23,130,14,35,109,5,16,33,S,1,,F,U,$0.00 
1,00087471,$15.00 ,4,9,3,5,$15.00 ,$7.75 ,$6.33 ,$8.67 ,15,52,11,30,39,4,13,15,A,1,57,F,U,"$37,694.00 "
1,00087505,$8.00 ,3,18,3,13,$5.00 ,$10.00 ,$8.39 ,$10.00 ,18,111,8,22,64,4,11,24,S,1,76,F,H,"$38,667.00 "
1,00087459,$4.00 ,4,9,3,6,$4.00 ,$3.50 ,$3.22 ,$4.00 ,18,55,10,19,22,5,10,13,S,1,,F,U,"$38,667.00 "
1,00087533,$5.00 ,2,8,2,4,$15.00 ,$14.50 ,$11.63 ,$14.50 ,15,92,12,29,54,5,12,22,A,0,73,F,H,"$38,413.00 "
1,00002950,$2.00 ,2,20,0,5,$5.00 ,$8.00 ,$4.85 ,,5,76,32,51,78,6,6,21,S,1,,M,H,"$48,045.00 "
0,00087573,,2,14,0,11,$15.00 ,$15.00 ,$8.79 ,,18,126,7,22,63,3,3,27,A,1,,U,U,$0.00 
0,00087572,,6,12,4,6,$5.00 ,$6.17 ,$4.75 ,$6.00 ,23,57,12,30,46,6,15,18,A,1,,M,U,"$22,837.00 "
0,00087605,,1,2,0,1,$20.00 ,$20.00 ,$12.50 ,,26,40,9,27,27,4,4,11,A,0,45,F,H,"$32,569.00 "
0,00087612,,2,2,1,1,$15.00 ,$15.00 ,$15.00 ,$15.00 ,26,35,4,16,16,2,8,7,A,0,79,M,U,"$40,341.00 "
1,00087508,$9.00 ,5,19,2,10,$8.00 ,$8.60 ,$6.26 ,$9.00 ,19,129,14,35,72,6,16,32,S,1,45,F,U,"$40,341.00 "
0,00087626,,2,3,0,0,$18.00 ,$17.00 ,$14.67 ,,17,56,12,28,37,6,6,15,A,0,74,M,H,"$31,798.00 "
1,00087680,$12.00 ,5,23,5,16,$12.00 ,$11.20 ,$8.04 ,$11.20 ,18,127,10,30,74,5,15,31,S,1,,F,U,"$41,070.00 "
0,00087719,,3,21,1,12,$6.00 ,$10.67 ,$6.38 ,$12.00 ,18,128,13,34,74,6,16,32,S,1,,F,U,"$33,016.00 "
